   main_id   |plx_value|    rvz_redshift     |teff 
"*   2 PsA"  |9.2085   |1.034054041459953E-5 |4580 
"*   2 Pup B"|11.6909  |1.034102163477435E-4 |6987 
"*   2 Sex"  |10.3358  |1.4961468897367602E-4|4120 
"*   2 Sex"  |10.3358  |1.4961468897367602E-4|4189 
"*   2 Sex"  |10.3358  |1.4961468897367602E-4|4198 
"*   2 Sex"  |10.3358  |1.4961468897367602E-4|4300 
"*   2 Sex"  |10.3358  |1.4961468897367602E-4|4417 
"*   2 Sge"  |7.7001   |3.652593549618999E-5 |9333 
"*   2 UMi"  |11.64    |2.7886347182759508E-5|4400 
"*   2 UMi"  |11.64    |2.7886347182759508E-5|4499 
"*   2 UMi"  |11.64    |2.7886347182759508E-5|4650 
"*   3 Boo"  |10.5423  |2.5017620080669545E-5|6016 
"*   3 Boo"  |10.5423  |2.5017620080669545E-5|6299 
"*   3 CVn"  |5.1237   |2.3950188841048714E-5|3600 
"*   3 Cen"  |9.49     |2.5017620080669545E-5|14824
"*   3 Cen"  |9.49     |2.5017620080669545E-5|18000
"*   3 Cen"  |9.49     |2.5017620080669545E-5|19385
"*   3 Cen B"|10.2148  |3.335646515223445E-6 |9638 
"*   3 Cnc"  |4.0598   |1.3193330284910765E-4|4300 
"*   3 Crv"  |16.3368  |3.6692723649700554E-5|8954 
"*   3 Hya"  |9.6283   |8.206013435163584E-5 |9569 
"*   3 Hya"  |9.6283   |8.206013435163584E-5 |9645 
"*   3 Hya"  |9.6283   |8.206013435163584E-5 |11200
"*   3 Lyn"  |15.7548  |1.0807535085755049E-5|6661 
"*   3 Lyn"  |15.7548  |1.0807535085755049E-5|6673 
"*   3 Mon"  |3.4868   |1.300984599319488E-4 |16258
"*   3 Mon"  |3.4868   |1.300984599319488E-4 |17790
"*   3 Peg"  |11.5735  |1.0006972925635793E-5|6738 
"*   3 Peg"  |11.5735  |1.0006972925635793E-5|9069 
"*   3 Peg"  |11.5735  |1.0006972925635793E-5|9311 
"*   4 Ari"  |12.0473  |1.9013334179751595E-5|10471
"*   4 Eri"  |20.5406  |9.607107424280947E-5 |7727 
"*   4 LMi"  |9.7603   |7.772345464873709E-5 |6565 
"*   4 LMi"  |9.7603   |7.772345464873709E-5 |6652 
"*   4 LMi"  |9.7603   |7.772345464873709E-5 |6691 
"*   4 LMi"  |9.7603   |7.772345464873709E-5 |6744 
"*   4 LMi"  |9.7603   |7.772345464873709E-5 |6817 
"*   4 Sex"  |21.1803  |5.450585859967383E-5 |6473 
"*   4 UMi"  |4.318    |1.954704702211707E-5 |4023 
"*   4 UMi"  |4.318    |1.954704702211707E-5 |4130 
"*   4 UMi"  |4.318    |1.954704702211707E-5 |4165 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4776 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4786 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4819 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4820 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4872 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4964 
"*   5 Aur"  |18.3645  |2.6852270185617755E-5|6589 
"*   5 Cam"  |4.2455   |8.005570329316924E-6 |9931 
"*   5 Eri"  |8.6086   |6.0043339737081425E-5|10520
"*   5 Gem"  |6.1988   |3.9794988377694906E-5|4650 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6130 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6147 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6174 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6218 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6258 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6305 
"*   5 Pup"  |34.7221  |9.073355018229812E-5 |6366 
"*   5 Pup"  |34.7221  |9.073355018229812E-5 |6404 
"*   5 Pup"  |34.7221  |9.073355018229812E-5 |6468 
"*   5 Pup"  |34.7221  |9.073355018229812E-5 |7392 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |5661 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6000 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6036 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6052 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6054 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6072 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6076 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6077 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6080 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6083 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6097 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6104 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6123 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6134 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6139 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6160 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6196 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6211 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6215 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6220 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6222 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6575 
"*   5 Sex"  |6.1536   |9.473669055637401E-5 |6512 
"*   5 Sex"  |6.1536   |9.473669055637401E-5 |6663 
"*   5 UMi"  |9.09     |3.115537182019068E-5 |4070 
"*   5 UMi"  |9.09     |3.115537182019068E-5 |4395 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6102 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6106 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6110 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6141 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6143 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6151 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6155 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6156 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6169 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6193 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6200 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6204 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6215 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6220 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6223 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6227 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6242 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6250 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6255 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6285 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6289 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6300 
"*   6 Com"  |15.3309  |3.2022665864550603E-5|8750 
"*   6 Dra"  |6.6159   |1.1274529975180414E-5|4210 
"*   6 Equ"  |8.7702   |2.301618744127154E-5 |9078 
"*   6 LMi"  |6.4022   |8.605990687637899E-6 |5011 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4938 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4957 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4973 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4977 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4978 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4998 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|5022 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|5038 
"*   6 Mon"  |3.8659   |9.607107424280947E-5 |7170 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4667 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4750 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4787 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4834 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4847 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4920 
"*   6 Pup"  |12.6942  |1.6275916732033657E-4|4276 
"*   6 Pup"  |12.6942  |1.6275916732033657E-4|4322 
"*   6 Ser"  |13.0806  |3.185587848997251E-5 |4375 
"*   6 Ser"  |13.0806  |3.185587848997251E-5 |4380 
"*   6 Ser"  |13.0806  |3.185587848997251E-5 |4430 
"*   6 UMa"  |10.6969  |1.7712410319781213E-5|5030 
"*   6 UMa"  |10.6969  |1.7712410319781213E-5|5048 
"*   6 UMa"  |10.6969  |1.7712410319781213E-5|5120 
"*   7 And"  |40.67    |4.03620700673013E-5  |7096 
"*   7 And"  |40.67    |4.03620700673013E-5  |7176 
"*   7 And"  |40.67    |4.03620700673013E-5  |7194 
"*   7 CVn"  |22.8273  |5.597028586978858E-5 |6060 
"*   7 CVn"  |22.8273  |5.597028586978858E-5 |6143 
"*   7 CVn"  |22.8273  |5.597028586978858E-5 |6244 
"*   7 CVn"  |22.8273  |5.597028586978858E-5 |6262 
"*   7 Cep"  |4.3485   |1.0006972925635793E-5|12560
"*   7 Eri"  |2.5944   |2.730261271417511E-4 |3200 
"*   7 Eri"  |2.5944   |2.730261271417511E-4 |3617 
"*   7 LMi"  |7.0542   |5.670605696339592E-6 |4850 
"*   7 LMi"  |7.0542   |5.670605696339592E-6 |4867 
"*   7 Leo"  |5.518    |4.303069410083182E-5 |9727 
"*   7 Mon"  |2.6645   |9.673826675360431E-5 |19222
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4181 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4218 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4234 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4246 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4266 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4314 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4321 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4326 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4370 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4381 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4390 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4418 
"*   7 Psc"  |9.0926   |1.349691412515508E-4 |4435 
"*   7 Sex"  |4.9887   |3.4363005885929E-4   |10000
"*   7 Sex"  |4.9887   |3.4363005885929E-4   |10080
"*   7 Sex"  |4.9887   |3.4363005885929E-4   |10110
"*   7 Sex"  |4.9887   |3.4363005885929E-4   |10135
"*   7 Sex"  |4.9887   |3.4363005885929E-4   |10200
"*   7 Tau"  |7.6      |6.904800608831252E-6 |8551 
"*   8 Cnc"  |15.8101  |7.005091355671844E-5 |9462 
"*   8 Dra"  |33.9667  |3.002121920459011E-5 |7129 
"*   8 Dra"  |33.9667  |3.002121920459011E-5 |7200 
"*   8 Leo"  |2.9769   |2.1381687090427093E-5|4450 
"*   8 Lep"  |2.7009   |6.071050820888324E-5 |23311
"*   8 Lep"  |2.7009   |6.071050820888324E-5 |24420
"*   8 Pup"  |13.7843  |9.306871345304835E-5 |6730 
"*   9 Cha"  |10.137   |5.3705261454428666E-5|7444 
"*   9 Lac"  |19.0     |3.369054114132908E-5 |7261 
"*   9 Lac"  |19.0     |3.369054114132908E-5 |7464 
"*   9 Leo"  |13.5828  |1.0788044748255565E-4|6074 
"*   9 Leo"  |13.5828  |1.0788044748255565E-4|6240 
"*   9 Lyn"  |10.2508  |3.992841933464497E-5 |6710 
"*   9 Vul"  |5.8317   |1.667834384355693E-5 |13236
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |7099 
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |7875 
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |8129 
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |8659 
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |8743 
"*  10 Ari"  |20.53    |4.33642726058725E-5  |6196 
"*  10 Boo"  |5.926    |2.0347616819682557E-5|9441 
"*  10 CMa"  |1.6454   |1.1341822421417902E-4|22130
"*  10 CMa"  |1.6454   |1.1341822421417902E-4|25061
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5663 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5755 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5766 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5789 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5793 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5795 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5800 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5805 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5830 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5842 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5851 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5860 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5862 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5868 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5878 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5890 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5900 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5907 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5911 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5920 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5925 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5935 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5947 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5959 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5987 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |6000 
"*  10 Crt"  |18.3139  |5.3371679499703006E-5|8954 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4682 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4710 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4780 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4801 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4803 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4806 
"*  10 Pup"  |1.4691   |5.947624688573683E-5 |6670 
"*  10 Pup"  |1.4691   |5.947624688573683E-5 |6867 
"*  10 Sex"  |5.63     |2.5484621606119973E-5|4650 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5824 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5859 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5872 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5908 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5910 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5912 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5914 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5915 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5927 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5929 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5940 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5944 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5950 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5965 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5971 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5974 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5979 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5981 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5983 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5987 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5989 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5993 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5996 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5997 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5998 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6000 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6001 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6013 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6022 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6036 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6037 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6038 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6039 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6044 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6050 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6075 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6097 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6146 
"*  10 Tri"  |8.9971   |1.3342572708907596E-6|9183 
"*  10 Tri"  |8.9971   |1.3342572708907596E-6|9260 
"*  10 UMa"  |62.23    |1.0471125170585793E-4|6538 
"*  10 UMa"  |62.23    |1.0471125170585793E-4|6545 
"*  10 UMa"  |62.23    |1.0471125170585793E-4|6590 
"*  10 UMa"  |62.23    |1.0471125170585793E-4|6638 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4539 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4637 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4638 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4660 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4667 
"*  11 And"  |11.3828  |3.332360834162884E-5 |4730 
"*  11 And"  |11.3828  |3.332360834162884E-5 |4840 
"*  11 And"  |11.3828  |3.332360834162884E-5 |4874 
"*  11 And"  |11.3828  |3.332360834162884E-5 |4880 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6053 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6054 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6057 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6074 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6087 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6144 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6146 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6157 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6225 
"*  11 CMa"  |3.6298   |5.0035866073772084E-5|11540
"*  11 Cet"  |13.1891  |1.0006927864125714E-6|6735 
"*  11 Cet"  |13.1891  |1.0006927864125714E-6|6784 
"*  11 Com"  |10.1677  |1.446772138353758E-4 |4670 
"*  11 Com"  |10.1677  |1.446772138353758E-4 |4690 
"*  11 Com"  |10.1677  |1.446772138353758E-4 |4705 
"*  11 Com"  |10.1677  |1.446772138353758E-4 |4741 
"*  11 Com"  |10.1677  |1.446772138353758E-4 |4830 
"*  11 Com"  |10.1677  |1.446772138353758E-4 |4841 
"*  11 Com"  |10.1677  |1.446772138353758E-4 |4873 
"*  11 Com"  |10.1677  |1.446772138353758E-4 |4880 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5301 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5370 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5376 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5413 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5434 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5438 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5478 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5493 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5498 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5499 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5511 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5515 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5518 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5520 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5531 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5539 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5545 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5563 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5660 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5700 
"*  11 Leo"  |13.9144  |7.672268508085445E-5 |6287 
"*  11 Leo"  |13.9144  |7.672268508085445E-5 |6476 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4131 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4667 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4688 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4708 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4710 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4715 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4722 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4742 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4749 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4750 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4753 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4781 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4786 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4800 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4820 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|4893 
"*  11 Lib"  |15.1361  |2.7880171519467645E-4|5073 
"*  11 Lyn"  |8.4941   |1.3342572708907596E-6|9247 
"*  11 Ori"  |8.93     |5.604033825301613E-5 |9520 
"*  11 Ori"  |8.93     |5.604033825301613E-5 |10800
"*  11 Peg"  |6.4928   |5.670750405428748E-5 |9550 
"*  11 Tau"  |5.8067   |2.0014045992944318E-5|8913 
"*  12 CMa"  |4.6155   |1.0007423598579201E-4|15100
"*  12 Com"  |11.4903  |1.6678218668353395E-6|5110 
"*  12 Com"  |11.4903  |1.6678218668353395E-6|5130 
"*  12 Com"  |11.4903  |1.6678218668353395E-6|5151 
"*  12 Com"  |11.4903  |1.6678218668353395E-6|5439 
"*  12 Com"  |11.4903  |1.6678218668353395E-6|5442 
"*  12 Com"  |11.4903  |1.6678218668353395E-6|5452 
"*  12 Com"  |11.4903  |1.6678218668353395E-6|5483 
"*  12 Com"  |11.4903  |1.6678218668353395E-6|6429 
"*  12 Lep"  |4.3208   |8.939917361927563E-5 |8719 
"*  12 Lep"  |4.3208   |8.939917361927563E-5 |9057 
"*  12 Lib"  |8.1903   |2.935407120818745E-5 |4190 
"*  12 Lib"  |8.1903   |2.935407120818745E-5 |4311 
"*  12 Mon"  |7.0553   |6.641481681790573E-5 |4919 
"*  12 Mon"  |7.0553   |6.641481681790573E-5 |4925 
"*  12 Mon"  |7.0553   |6.641481681790573E-5 |5022 
"*  12 Mus"  |6.5      |3.0354793369768984E-5|5282 
"*  12 Pup"  |3.7378   |4.03954278238583E-5  |4846 
"*  12 Pup"  |3.7378   |4.03954278238583E-5  |4918 
"*  12 Tau"  |9.567    |8.109271955714092E-5 |4930 
"*  12 Tau"  |9.567    |8.109271955714092E-5 |4990 
"*  12 Tau"  |9.567    |8.109271955714092E-5 |4999 
"*  12 Vir"  |19.4898  |7.672003619285661E-6 |7415 
"*  13 Cet"  |47.05    |3.459119494753082E-5 |6004 
"*  13 Cet"  |47.05    |3.459119494753082E-5 |6067 
"*  13 Cet"  |47.05    |3.459119494753082E-5 |6080 
"*  13 Cet"  |47.05    |3.459119494753082E-5 |6107 
"*  13 Cet"  |47.05    |3.459119494753082E-5 |6118 
"*  13 Com"  |11.1318  |3.33564150745147E-7  |8511 
"*  13 Com"  |11.1318  |3.33564150745147E-7  |8541 
"*  13 Com"  |11.1318  |3.33564150745147E-7  |8740 
"*  13 Lac"  |11.5268  |4.2463610897991444E-5|4890 
"*  13 Lac"  |11.5268  |4.2463610897991444E-5|4898 
"*  13 Lac"  |11.5268  |4.2463610897991444E-5|4923 
"*  13 Lac"  |11.5268  |4.2463610897991444E-5|4950 
"*  13 Lac"  |11.5268  |4.2463610897991444E-5|5007 
"*  13 Lac"  |11.5268  |4.2463610897991444E-5|5035 
