   main_id   |plx_value|    rvz_redshift     |teff 
-------------|---------|---------------------|-----
"*   1 Gem"  |21.03    |7.468779004793369E-5 |5100 
"*   1 Gem"  |21.03    |7.468779004793369E-5 |5125 
"*   1 Gem"  |21.03    |7.468779004793369E-5 |5220 
"*   1 Gem"  |21.03    |7.468779004793369E-5 |5350 
"*   1 Hya"  |36.9674  |2.3952770711255233E-4|6275 
"*   1 Hya"  |36.9674  |2.3952770711255233E-4|6294 
"*   1 Hya"  |36.9674  |2.3952770711255233E-4|6295 
"*   1 Hya"  |36.9674  |2.3952770711255233E-4|6331 
"*   1 Hya"  |36.9674  |2.3952770711255233E-4|6359 
"*   1 Hya"  |36.9674  |2.3952770711255233E-4|6458 
"*   1 Hya"  |36.9674  |2.3952770711255233E-4|6462 
"*   1 Hya"  |36.9674  |2.3952770711255233E-4|6475 
"*   1 Sgr"  |12.2588  |1.9046691223989498E-5|4680 
"*   1 Sgr"  |12.2588  |1.9046691223989498E-5|4716 
"*   1 Sgr"  |12.2588  |1.9046691223989498E-5|4845 
"*   2 Cam"  |15.0938  |6.704863089423974E-5 |6920 
"*   2 Cam"  |15.0938  |6.704863089423974E-5 |7031 
"*   2 Cet"  |11.98    |2.6685483673238863E-5|10046
"*   2 Cet"  |11.98    |2.6685483673238863E-5|10077
"*   2 Hya"  |19.99    |9.540388217699203E-5 |7500 
"*   2 Hya"  |19.99    |9.540388217699203E-5 |7648 
"*   2 Hya"  |19.99    |9.540388217699203E-5 |7700 
"*   2 Pup B"|11.6909  |1.034102163477435E-4 |6987 
"*   2 UMi"  |11.64    |2.7886347182759508E-5|4400 
"*   2 UMi"  |11.64    |2.7886347182759508E-5|4499 
"*   2 UMi"  |11.64    |2.7886347182759508E-5|4650 
"*   3 Crv"  |16.3368  |3.6692723649700554E-5|8954 
"*   3 Lyn"  |15.7548  |1.0807535085755049E-5|6661 
"*   3 Lyn"  |15.7548  |1.0807535085755049E-5|6673 
"*   3 Peg"  |11.5735  |1.0006972925635793E-5|6738 
"*   3 Peg"  |11.5735  |1.0006972925635793E-5|9069 
"*   3 Peg"  |11.5735  |1.0006972925635793E-5|9311 
"*   4 Ari"  |12.0473  |1.9013334179751595E-5|10471
"*   4 Eri"  |20.5406  |9.607107424280947E-5 |7727 
"*   4 Sex"  |21.1803  |5.450585859967383E-5 |6473 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4776 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4786 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4819 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4820 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4872 
"*   4 Vul"  |12.7495  |3.1688639252624995E-6|4964 
"*   5 Aur"  |18.3645  |2.6852270185617755E-5|6589 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6130 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6147 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6174 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6218 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6258 
"*   5 LMi"  |36.5201  |1.404981838848407E-5 |6305 
"*   5 Pup"  |34.7221  |9.073355018229812E-5 |6366 
"*   5 Pup"  |34.7221  |9.073355018229812E-5 |6404 
"*   5 Pup"  |34.7221  |9.073355018229812E-5 |6468 
"*   5 Pup"  |34.7221  |9.073355018229812E-5 |7392 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |5661 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6000 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6036 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6052 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6054 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6072 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6076 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6077 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6080 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6083 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6097 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6104 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6123 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6134 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6139 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6160 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6196 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6211 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6215 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6220 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6222 
"*   5 Ser"  |39.7954  |1.815720855862235E-4 |6575 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6102 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6106 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6110 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6141 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6143 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6151 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6155 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6156 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6169 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6193 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6200 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6204 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6215 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6220 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6223 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6227 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6242 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6250 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6255 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6285 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6289 
"*   6 Cet"  |52.9489  |4.9758994059345696E-5|6300 
"*   6 Com"  |15.3309  |3.2022665864550603E-5|8750 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4938 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4957 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4973 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4977 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4978 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|4998 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|5022 
"*   6 Lyn"  |18.2183  |1.3226691101375643E-4|5038 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4667 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4750 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4787 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4834 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4847 
"*   6 Per"  |18.1422  |1.0494477105171818E-4|4920 
"*   6 Pup"  |12.6942  |1.6275916732033657E-4|4276 
"*   6 Pup"  |12.6942  |1.6275916732033657E-4|4322 
"*   6 Ser"  |13.0806  |3.185587848997251E-5 |4375 
"*   6 Ser"  |13.0806  |3.185587848997251E-5 |4380 
"*   6 Ser"  |13.0806  |3.185587848997251E-5 |4430 
"*   7 And"  |40.67    |4.03620700673013E-5  |7096 
"*   7 And"  |40.67    |4.03620700673013E-5  |7176 
"*   7 And"  |40.67    |4.03620700673013E-5  |7194 
"*   7 CVn"  |22.8273  |5.597028586978858E-5 |6060 
"*   7 CVn"  |22.8273  |5.597028586978858E-5 |6143 
"*   7 CVn"  |22.8273  |5.597028586978858E-5 |6244 
"*   7 CVn"  |22.8273  |5.597028586978858E-5 |6262 
"*   8 Cnc"  |15.8101  |7.005091355671844E-5 |9462 
"*   8 Dra"  |33.9667  |3.002121920459011E-5 |7129 
"*   8 Dra"  |33.9667  |3.002121920459011E-5 |7200 
"*   8 Pup"  |13.7843  |9.306871345304835E-5 |6730 
"*   9 Lac"  |19.0     |3.369054114132908E-5 |7261 
"*   9 Lac"  |19.0     |3.369054114132908E-5 |7464 
"*   9 Leo"  |13.5828  |1.0788044748255565E-4|6074 
"*   9 Leo"  |13.5828  |1.0788044748255565E-4|6240 
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |7099 
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |7875 
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |8129 
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |8659 
"*  10 Aql"  |13.3917  |5.77015819236415E-5  |8743 
"*  10 Ari"  |20.53    |4.33642726058725E-5  |6196 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5663 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5755 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5766 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5789 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5793 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5795 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5800 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5805 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5830 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5842 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5851 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5860 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5862 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5868 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5878 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5890 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5900 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5907 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5911 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5920 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5925 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5935 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5947 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5959 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |5987 
"*  10 CVn"  |56.9588  |2.684183595620393E-4 |6000 
"*  10 Crt"  |18.3139  |5.3371679499703006E-5|8954 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4682 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4710 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4780 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4801 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4803 
"*  10 Leo"  |12.9379  |4.056221662285253E-5 |4806 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5824 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5859 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5872 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5908 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5910 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5912 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5914 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5915 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5927 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5929 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5940 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5944 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5950 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5965 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5971 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5974 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5979 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5981 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5983 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5987 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5989 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5993 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5996 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5997 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |5998 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6000 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6001 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6013 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6022 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6036 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6037 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6038 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6039 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6044 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6050 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6075 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6097 
"*  10 Tau"  |71.837   |9.36691848898441E-5  |6146 
"*  10 UMa"  |62.23    |1.0471125170585793E-4|6538 
"*  10 UMa"  |62.23    |1.0471125170585793E-4|6545 
"*  10 UMa"  |62.23    |1.0471125170585793E-4|6590 
"*  10 UMa"  |62.23    |1.0471125170585793E-4|6638 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4539 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4637 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4638 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4660 
"*  10 Vir"  |13.386   |5.103543679663147E-6 |4667 
"*  11 And"  |11.3828  |3.332360834162884E-5 |4730 
"*  11 And"  |11.3828  |3.332360834162884E-5 |4840 
"*  11 And"  |11.3828  |3.332360834162884E-5 |4874 
"*  11 And"  |11.3828  |3.332360834162884E-5 |4880 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6053 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6054 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6057 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6074 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6087 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6144 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6146 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6157 
"*  11 Aql"  |20.9316  |4.626641029426004E-5 |6225 
"*  11 Cet"  |13.1891  |1.0006927864125714E-6|6735 
"*  11 Cet"  |13.1891  |1.0006927864125714E-6|6784 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5301 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5370 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5376 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5413 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5434 
"*  11 LMi"  |89.0092  |4.8101099385355894E-5|5438 
